user_id,REGION,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,ORANGE,TIGO,REGULARITY,TOP_PACK,FREQ_TOP_PACK,CHURN
ee611dd84bc66091291cf29335dd6ca2ae72ff16,LOUGA,K > 24 month,7000.0,14.0,6989.0,2330.0,19.0,14721.0,2.0,15.0,3.0,62,Data Package,12.0,No
ee562a99dd8479bdf7b67b1d8cb16434768b3cf8,DAKAR,K > 24 month,3000.0,6.0,3000.0,1000.0,6.0,24.0,21.0,75.0,4.0,32,Voice Package,4.0,No
9d94c8e515189a002090be341eeeab846226c8e1,THIES,K > 24 month,500.0,1.0,490.0,163.0,1.0,1657.0,16.0,30.0,9.0,10,Data Package,1.0,No
ed88e040cdb47e7c4b3214b77d3c08af88edf4c4,DAKAR,F 9-12 month,7600.0,10.0,7599.0,2533.0,19.0,3755.0,34.0,57.0,1.0,61,Voice Package,4.0,No
4fb14bd275a9114c47d24a9a1011279d6ad0cee7,SAINT-LOUIS,K > 24 month,500.0,1.0,500.0,167.0,1.0,122.0,4.0,1.0,5.0,31,Voice Package,5.0,No
c7706b063e5296d982dc0f7e9da7e3e1d5a45a6d,LOUGA,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,3.0,,31.0,7.0,14,Voice Package,5.0,No
27188d1ee35abb513edf26d4f5c92ce345a4b9ca,KAFFRINE,K > 24 month,1000.0,2.0,1001.0,334.0,3.0,0.0,53.0,30.0,5.0,18,Voice Package,2.0,No
d1bc86561e475ffab3b67dfdb3ea57d1567e9558,,K > 24 month,200.0,1.0,201.0,67.0,2.0,,9.0,,,11,Voice Package,5.0,No
a07ee1499c84c76a07241210fb4da10caa6efe83,,K > 24 month,2500.0,8.0,2248.0,749.0,10.0,,103.0,,,58,Data Package,2.0,No
aaea2ca6b5b5886d3fc3e5d7457c7e9cce3710cd,DAKAR,K > 24 month,26150.0,74.0,26581.0,8860.0,74.0,14232.0,2977.0,14.0,8.0,62,Data Package,46.0,No
ce709f8b736dab2e2a65600d16ab413b7c31db03,,K > 24 month,1000.0,2.0,1001.0,334.0,3.0,,21.0,,,5,Voice Package,1.0,Yes
c7be7b1f1115a7402d62c7fe76f391a8c373cbc9,DAKAR,K > 24 month,2100.0,6.0,2100.0,700.0,5.0,13.0,59.0,94.0,2.0,37,Voice Package,3.0,No
232a6b182c52e318ccee7b4c1f5e3833159da7de,DAKAR,K > 24 month,100.0,1.0,100.0,33.0,1.0,101.0,,39.0,7.0,14,Data Package,1.0,No
142ea67d717393ebf0ff59db98034d6cb9e6819d,DAKAR,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,1305.5,,39.0,7.0,4,Voice Package,5.0,No
502b61bd83adf199fe1f76c2d67cfc8169a657da,DAKAR,K > 24 month,3000.0,5.0,9.0,3.0,1.0,1305.5,0.0,39.0,7.0,3,Voice Package,5.0,No
302189100a356dce3aa888d3614429a6bac5a7a6,,K > 24 month,8700.0,27.0,9153.0,3051.0,30.0,,1370.0,,,40,Voice Package,19.0,No
0a879ec898a6afe917461e263773976931a19f3e,DAKAR,K > 24 month,31500.0,53.0,33487.0,11162.0,58.0,24739.0,102.0,364.0,83.0,62,Voice Package,40.0,No
68e0e9d521d329abad7b61b103fc9e6ff6ed3a4c,THIES,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,295.0,,30.0,9.0,8,Voice Package,5.0,Yes
f0366a3165978301329f7d0ee479139398648bd1,KAOLACK,K > 24 month,9500.0,19.0,9699.0,3233.0,20.0,63.0,115.0,238.0,8.0,60,Voice Package,18.0,No
6c3f291d6e0d473f8960615a3d6a01cdf261f438,DAKAR,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,1305.5,,39.0,7.0,1,Voice Package,5.0,No
e6d3ecbd963cc61cafc37de4c011d01c40fe6cf0,DAKAR,K > 24 month,2000.0,2.0,1982.0,661.0,3.0,5132.0,4.0,39.0,7.0,29,Data Package,2.0,No
68d5eb97d318d98ed39f102eb931ca86f90628e3,SAINT-LOUIS,K > 24 month,9500.0,15.0,10500.0,3500.0,17.0,122.0,6.0,72.0,220.0,23,Voice Package,21.0,No
bdb9ac4942770062cab848807b0fe9ffdd9116eb,,K > 24 month,1500.0,7.0,1800.0,600.0,9.0,,,,,18,Data Package,7.0,No
2f5dba520f92e317ad7cf6c576cbaf2cd10501b7,THIES,K > 24 month,900.0,5.0,899.0,300.0,6.0,114.0,0.0,1.0,9.0,45,Data Package,3.0,No
e768feb2fb55de0c7de4688408deea0354347009,,K > 24 month,1000.0,1.0,990.0,330.0,1.0,,1.0,,,33,Data Package,1.0,No
66b41057551744e34a1d756ba0c3fe20e4dac528,MATAM,K > 24 month,15300.0,32.0,15777.0,5259.0,58.0,72.0,2737.0,147.0,3.0,52,Voice Package,24.0,No
094d05de1f7478dc81572acb6cdc3d51d914a222,DAKAR,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,1305.5,,39.0,7.0,11,Voice Package,5.0,No
5a4ac2ae386d8d468c5812839d977eca4e0855e6,DAKAR,K > 24 month,5700.0,16.0,5868.0,1956.0,34.0,5782.0,,27.0,1.0,51,Data Package,8.0,No
961e4d2cc8631e3b5874df4a242988d23c9b2644,DAKAR,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,1305.5,120.0,18.0,2.0,29,Voice Package,5.0,No
7c45ba43f2be58fd85836f728806e0958eb1538d,LOUGA,K > 24 month,500.0,1.0,500.0,167.0,1.0,3.0,30.0,31.0,7.0,18,Voice Package,1.0,No
7d7d2a53e66e870470617147afe6caea00dab531,DAKAR,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,1305.5,2.0,39.0,7.0,10,Voice Package,5.0,No
9af9681113e0ef0036f48c49fb2944e7bb96bdd2,DAKAR,K > 24 month,1000.0,2.0,1001.0,334.0,3.0,1305.5,51.0,29.0,7.0,36,Voice Package,2.0,No
599bf522ee000d349144b1513fdaaa2978e38cc2,FATICK,G 12-15 month,500.0,1.0,1903.0,634.0,4.0,509.0,1.0,18.0,3.5,42,Data Package,1.0,No
3e09ddbce2161e477637783bf382ce0f7b4c9fc2,,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,,,,,2,Voice Package,5.0,Yes
82bd781dd72d82a4c33f2a7e1bd22c26bb5053af,DAKAR,K > 24 month,5500.0,10.0,5699.0,1900.0,10.0,0.0,4.0,161.0,0.0,30,Voice Package,11.0,No
5cd47ae37cfc8cee06024361e46f786c11b6bb4c,SAINT-LOUIS,K > 24 month,10000.0,19.0,10499.0,3500.0,21.0,122.0,5.0,337.0,0.0,47,Voice Package,10.0,No
826815e27c9e9b2d4621d95bf960e4f4a99ce985,THIES,K > 24 month,2500.0,4.0,2499.0,833.0,6.0,2457.0,5.0,16.0,9.0,6,IVR Package,2.0,No
a8156495e3a401b33762dba5f9c280dac80659e1,THIES,K > 24 month,300.0,2.0,300.0,100.0,3.0,204.0,,30.0,9.0,2,Data Package,2.0,No
760362ab83e9fbc51defe5634ab74dc7a5f2fe51,SAINT-LOUIS,K > 24 month,14350.0,34.0,13916.0,4639.0,36.0,0.0,135.0,258.0,7.0,62,Voice Package,23.0,No
c53be1a5670661d740dcd3265a0ae2d5f2da9acf,,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,,,,,34,Voice Package,5.0,Yes
8965cf562a724ccf83cf19870ab2903ce02386bc,,K > 24 month,700.0,2.0,699.0,233.0,3.0,,45.0,,,6,Voice Package,2.0,Yes
330ee74c1e6e2dcc8dc03a73ec6d1d20d474f3b4,KAOLACK,K > 24 month,8000.0,15.0,8504.0,2835.0,18.0,0.0,279.0,206.0,24.0,62,Voice Package,15.0,No
74bf26473e117009aad2706d55b0458e5723a587,,K > 24 month,500.0,1.0,3000.0,1000.0,6.0,,,,,7,Voice Package,5.0,No
34d093a0a9c90db5fead326e259bc83a96121bc0,THIES,K > 24 month,16000.0,31.0,16561.0,5520.0,33.0,7.0,220.0,254.0,50.0,55,Voice Package,31.0,No
e3757aaf3a970bd70b5d1f12f47af398c015343b,DAKAR,K > 24 month,550.0,4.0,560.0,187.0,11.0,0.0,4.0,8.0,7.0,55,Voice Package,1.0,No
7aa2437047a70438562a5f6306da467bbbbe1e76,DAKAR,K > 24 month,40050.0,64.0,40749.0,13583.0,67.0,2368.0,1631.0,3191.0,98.0,62,Jokko Package,73.0,No
8f5c41aa76b3a483be0063dc44f661d8ad9afc05,,K > 24 month,1500.0,1.0,1500.0,500.0,1.0,,1.0,,,27,Voice Package,5.0,No
2662a2e381f2e09c39c8005d6d04a4a78eea1023,SAINT-LOUIS,K > 24 month,5800.0,19.0,5802.0,1934.0,26.0,6951.0,35.0,69.0,5.0,51,Data Package,6.0,No
dd52974d7ad4beedd2c7ab9473a7586b73a91bf7,THIES,I 18-21 month,3000.0,5.0,3000.0,1000.0,6.0,1159.0,,18.0,7.0,2,Voice Package,5.0,No
cffc5d8845930f8056735b378621deab9ada9ab7,KAFFRINE,K > 24 month,2000.0,5.0,2650.0,883.0,22.0,0.0,23.0,19.0,1.0,14,Voice Package,1.0,No
1f5a7347a0f8dc7518237d541fff59469b6fa827,SAINT-LOUIS,K > 24 month,500.0,1.0,500.0,167.0,1.0,122.0,1.0,34.0,0.0,3,Jokko Package,1.0,Yes
2686c01e442a6558695784c076d6530a345c9b91,KAOLACK,K > 24 month,700.0,2.0,699.0,233.0,2.0,0.0,230.0,8.0,7.0,19,Voice Package,1.0,No
5b580b2177d6fd00009b1f154fd703cfd3cfa934,DAKAR,K > 24 month,2000.0,4.0,2004.0,668.0,5.0,2486.0,21.0,7.0,7.0,40,Data Package,2.0,No
1bb3db4fc0ebe5fedb0e54db85858c10d2f92ee3,,K > 24 month,3700.0,8.0,3687.0,1229.0,9.0,,109.0,,,33,Voice Package,6.0,Yes
8627373353df741462c81e5d649f5463658a5805,THIES,K > 24 month,3100.0,11.0,3083.0,1028.0,13.0,589.0,2.0,5.0,9.0,61,Data Package,5.0,No
4a0f3cf45cd8cb5a200bc907cde8389d2f893be3,,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,,,,,5,Voice Package,5.0,No
8799a6e98dbebd06a6394bbc9a6a3dd4f87d7e3b,SAINT-LOUIS,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,0.0,,35.0,5.0,19,Voice Package,5.0,No
15471c4000da004708d26acfa798c4468e40b547,THIES,K > 24 month,3700.0,16.0,3699.0,1233.0,18.0,1.0,1238.0,65.0,12.0,55,Voice Package,14.0,No
ff94bc356f8b5d4c28e9e663379e81b05868a53e,KAOLACK,K > 24 month,4400.0,13.0,4900.0,1633.0,17.0,0.0,324.0,52.0,6.0,52,Voice Package,7.0,No
7f36e580fe4d80e2e04fa4415a12311dfedb9d8a,DAKAR,K > 24 month,11100.0,22.0,11613.0,3871.0,31.0,16786.0,122.0,248.0,103.0,59,Data Package,13.0,No
16f7a18b17616ec06df3c3413b30e0a570ad2b91,KAOLACK,K > 24 month,500.0,1.0,469.0,156.0,4.0,10.0,2.0,11.0,7.0,11,Twitter Package,2.0,No
6617fb39ee8da261d3796b25ead90990d54d12a3,,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,,,,,4,Voice Package,5.0,No
3f55a9cd651850ce1717d0bfa2667bcebcbc04c5,,K > 24 month,2100.0,6.0,2010.0,670.0,8.0,,251.0,,,58,Voice Package,3.0,No
ebbf62ca76042873b61c797bc8bcb32d4d0eb20c,SAINT-LOUIS,K > 24 month,8000.0,13.0,7500.0,2500.0,11.0,0.0,635.0,758.0,2.0,50,Jokko Package,13.0,No
fc0b85d9bfc72f3a620ad4edc322b6472b511aa4,KAFFRINE,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,1.0,,3.0,5.0,25,Voice Package,5.0,No
93aa1df088bdc964850b55bc14c0c03191437706,,K > 24 month,600.0,1.0,600.0,200.0,1.0,,22.0,,,4,Voice Package,1.0,Yes
7527a752e7e4361cfbd3f098e529669d6e9433d8,THIES,K > 24 month,13700.0,41.0,13600.0,4533.0,42.0,295.0,3015.0,268.0,83.0,62,Voice Package,20.0,No
4a35fef95d918cfda821fa406daad2b822178d80,DAKAR,H 15-18 month,5000.0,10.0,5001.0,1667.0,19.0,7114.0,3.0,1.0,0.0,59,Data Package,10.0,No
1449d76a359b355519c565311ac06ffca91edac3,THIES,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,994.0,7.0,30.0,9.0,12,Voice Package,5.0,No
a8d211cc06452e1bc392c41e443c5155f0972b21,DAKAR,K > 24 month,3000.0,5.0,8.0,3.0,1.0,1305.5,,0.0,7.0,3,Voice Package,5.0,Yes
a06913607d7bf2d48a7407960ab8e2e258e0f45b,MATAM,K > 24 month,10850.0,32.0,10852.0,3617.0,36.0,0.0,103.0,241.0,4.0,60,Voice Package,21.0,No
5fd82e0bffb9fbdbb1142f9d0c4f8a9de50999e7,THIES,K > 24 month,2150.0,4.0,2144.0,715.0,4.0,0.0,6.0,69.0,1.0,11,Voice Package,2.0,No
8af7aa7d415f5376e30428e3dc4a1aa77bfa1d13,THIES,K > 24 month,3700.0,12.0,3767.0,1256.0,16.0,157.0,45.0,38.0,3.0,50,Data Package,4.0,No
bef569b995cd9f28752ca8b57d9e51ce399b3c2c,KOLDA,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,1.0,,45.0,3.0,57,Voice Package,5.0,No
31c2f43e6d8e49449a077881e16484bd350435a7,DAKAR,K > 24 month,16500.0,35.0,16162.0,5387.0,56.0,1211.0,465.0,454.0,41.0,59,Voice Package,38.0,No
846ca4ea7c3d7e73b247f7e39f8e8c063326bc58,DIOURBEL,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,743.0,,13.0,9.0,9,Voice Package,5.0,No
41b758edc595f6de4974c9e473695ac48a3b3a0b,SAINT-LOUIS,K > 24 month,11900.0,34.0,11527.0,3842.0,41.0,122.0,1996.0,278.0,0.0,57,Voice Package,31.0,No
9bdd64f3ceb2cdc64b8269081884c2d98703bd82,DIOURBEL,K > 24 month,5000.0,12.0,4988.0,1663.0,17.0,6202.0,21.0,2.0,36.0,47,Data Package,6.0,No
0e4c5e5fb37760988d2671d499a36c279b498a32,FATICK,G 12-15 month,13000.0,26.0,13967.0,4656.0,28.0,500.0,150.0,276.0,25.0,60,Voice Package,24.0,No
8e92fb1b0778f3d394a90d02d4150568322ba85b,DAKAR,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,0.0,,39.0,7.0,1,Voice Package,5.0,No
248017675940168f5de972cf735ae15980677445,DAKAR,K > 24 month,900.0,4.0,900.0,300.0,5.0,499.0,46.0,0.0,7.0,10,Data Package,2.0,No
c043eeadda3d2268ec2178cf090eccc05aea2d1f,KAFFRINE,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,24.0,13.0,1.0,36,Voice Package,1.0,No
ef77c0fcd8c4a49a113957078f28f9c75d57257c,DAKAR,K > 24 month,2300.0,5.0,2299.0,766.0,10.0,560.0,8.0,14.0,9.0,29,Data Package,4.0,No
5b238e3fd1bf6b19b0017158763816ca4b6064a4,LOUGA,K > 24 month,500.0,1.0,500.0,167.0,1.0,3.0,,9.0,0.0,10,Voice Package,1.0,No
c7e39be48fb4a41d1b44e0a17d7467acf697d96c,,K > 24 month,500.0,1.0,1000.0,333.0,2.0,,70.0,,,41,Jokko Package,2.0,No
d46887123633d2c6a8dafc4cf9b29ec4c9b8e2d7,,K > 24 month,200.0,1.0,200.0,67.0,1.0,,,,,2,Data Package,1.0,Yes
6ef69eb0892882df715495d8e7dd94b54cffd522,SAINT-LOUIS,K > 24 month,500.0,1.0,500.0,167.0,1.0,122.0,19.0,13.0,5.0,9,Voice Package,1.0,No
4e61b3b2153dd9e675b70f8214cc674c12031fe5,LOUGA,K > 24 month,1300.0,5.0,1300.0,433.0,8.0,0.0,365.0,39.0,7.0,17,Voice Package,6.0,No
9b047c8091aa767678f281db50194f8d8f34c527,KAFFRINE,K > 24 month,3500.0,6.0,3982.0,1327.0,10.0,0.0,19.0,66.0,11.0,39,Voice Package,5.0,No
8bd9806c643569a1c03e2a0c88bc7fc493f2d679,DAKAR,K > 24 month,11500.0,28.0,11420.0,3807.0,30.0,0.0,651.0,132.0,115.0,47,Voice Package,13.0,No
40b6ea768418a1ff935190de7ba62325e9593d70,DIOURBEL,K > 24 month,10200.0,12.0,8924.0,2975.0,24.0,17905.0,3.0,8.0,4.0,62,Data Package,7.0,No
b06f5eb0d0298b02bf52306aa1585c4dc1d963af,SAINT-LOUIS,I 18-21 month,12550.0,28.0,13439.0,4480.0,45.0,13586.0,31.0,67.0,2.0,60,Data Package,13.0,No
db958739d09c53c68ebbf1f8634c3e7cda35e367,DAKAR,K > 24 month,3000.0,3.0,3025.0,1008.0,6.0,4779.0,0.0,59.0,7.0,60,Data Package,3.0,No
b0ae9249be93c090ea4941e1164194c15f0792f5,THIES,K > 24 month,500.0,1.0,500.0,167.0,1.0,295.0,,30.0,4.0,19,Voice Package,5.0,No
8ce82b547ec6f8b4f46a88c77bcf99ef54f55bbd,DAKAR,K > 24 month,7050.0,61.0,7450.0,2483.0,64.0,3332.0,1.0,12.0,7.0,55,Data Package,60.0,No
72b64a6af683ece187dac5978cddb57235bb8395,LOUGA,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,3.0,,31.0,7.0,36,Voice Package,5.0,No
64665b50a132ec5e7cb29b873d3bfa39bee3d879,KAOLACK,K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,7.0,30.0,7.0,56,Voice Package,1.0,No
fd5a6af80d728014bd35e47976bc840859c8c7c9,,K > 24 month,21700.0,37.0,21690.0,7230.0,37.0,,22.0,,,29,Voice Package,22.0,No
17ae9eff5a0a5911c10c1fda1580b0571c95d42e,DAKAR,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,1305.5,,39.0,7.0,10,Voice Package,5.0,No
c9f570b73148bb227ba01c00f4d3627a1e99a518,,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,,,,,27,Voice Package,5.0,No
52b7a6469502ce0debee043516cddb19a4deceab,,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,,,,,4,Voice Package,5.0,No
29c429aba97e315ca2c5ff1b6d168a59c52df3bd,DAKAR,K > 24 month,5750.0,20.0,5272.0,1757.0,24.0,4521.0,57.0,95.0,25.0,59,Voice Package,14.0,No
53eea3c7bdd3ddd185b756953e365b98dd4bbad0,,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,,8.0,,,9,Voice Package,5.0,No
81a36fa03537868b0520cf016fb6c4a4c717a274,SAINT-LOUIS,K > 24 month,12650.0,24.0,12682.0,4227.0,30.0,24648.0,174.0,65.0,2.0,61,Voice Package,8.0,No
4418e6130857993dc0fd3655a0890d365f5d574b,THIES,K > 24 month,3800.0,10.0,3799.0,1266.0,14.0,295.0,84.0,45.0,17.0,54,Voice Package,6.0,No
0bb37075c516932bb414813042687a5a0ed42ea5,TAMBACOUNDA,K > 24 month,6402.0,5.0,5075.0,1692.0,11.0,2113.0,5.0,1.0,3.0,62,Data Package,2.0,No
654def7c83e16d96d0050dd9ef9d10bc29eb4d41,,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,,0.0,,,1,Voice Package,5.0,No
7b86c6d316276faa68c9218677b008f66022fb37,DAKAR,K > 24 month,11500.0,17.0,11023.0,3674.0,41.0,1305.5,13.0,36.0,5.0,61,Voice Package,2.0,No
71aeb71468d7312946b302b116fbb3aad86eba93,DIOURBEL,F 9-12 month,3000.0,5.0,3000.0,1000.0,6.0,2044.5,,7.5,4.0,1,Voice Package,5.0,Yes
3005e1f3996d3bdd01a6e96997d856c4fb626ba1,THIES,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,295.0,,30.0,9.0,5,Voice Package,5.0,No
1716b110927021dc41682cab5e266579df5a994e,DIOURBEL,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,743.0,18.0,13.0,9.0,19,Voice Package,5.0,No
18089d1cf7d9e2a84df4e9df487c168c326a34b1,ZIGUINCHOR,K > 24 month,2200.0,8.0,1277.0,426.0,12.0,0.0,0.0,10.0,5.0,34,Voice Package,5.0,No
1f0f323de50d4765e66e26dc990c324f57613ddb,KOLDA,K > 24 month,2000.0,10.0,2000.0,667.0,10.0,91.0,860.0,53.0,3.0,61,Voice Package,10.0,No
55f6bad6f20a2826badd21c0e375504d812171af,KAOLACK,K > 24 month,3000.0,4.0,3000.0,1000.0,5.0,0.0,26.0,74.0,7.0,56,Voice Package,2.0,No
b32393f4b44d6efd87a27903ead69d1f99c2ddb6,DAKAR,K > 24 month,200.0,1.0,184.0,61.0,1.0,0.0,,1.0,7.0,2,Voice Package,5.0,No
6f8473b97bbcaffed79b01ebd975703bd33581be,SAINT-LOUIS,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,122.0,,35.0,5.0,1,Voice Package,5.0,No
79411839d63b33557cf5600bbed4f44e48064de4,THIES,K > 24 month,22500.0,43.0,23290.0,7763.0,45.0,295.0,92.0,716.0,18.0,55,Voice Package,45.0,No
6ac9e3675d46e70de5ddbe8a6f52d11176968981,DAKAR,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,1305.5,,39.0,7.0,17,Voice Package,5.0,No
2168deaedad1c5bb19796107c4bdb0b32195d492,DAKAR,K > 24 month,500.0,3.0,407.0,136.0,3.0,23.0,,0.0,7.0,17,Twitter Package,1.0,No
b3da8e3f0d15af60e8a6757bffd9112b3b5a0f0a,DAKAR,K > 24 month,6000.0,6.0,5011.0,1670.0,9.0,9181.0,43.0,54.0,7.0,54,Data Package,3.0,No
3e41725680bbe4a6311db32725dac23c203b025e,,K > 24 month,200.0,1.0,184.0,61.0,1.0,,1.0,,,25,Voice Package,5.0,No
2b8d0a2aba5c688ce896b307dd1718c7d3970a33,,K > 24 month,2000.0,3.0,2001.0,667.0,4.0,,4.0,,,16,Voice Package,2.0,No
1102bdfd60e39e3d42227c37fabed2afd862e904,SAINT-LOUIS,K > 24 month,4800.0,38.0,4788.0,1596.0,42.0,3515.0,32.0,38.0,1.0,60,Data Package,35.0,No
b441dd71cfd3817aa09c6b8fcd8b2f62484db926,DAKAR,K > 24 month,200.0,1.0,3000.0,1000.0,6.0,1305.5,,39.0,7.0,1,Voice Package,5.0,No
fead5839a2d2f2c30e977c6a612c646c1467e1f7,,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,,,,,11,Voice Package,5.0,Yes
70a3a1766a083e9c9793cc7ff409c68de7e284ce,DAKAR,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,0.0,0.0,39.0,7.0,21,Voice Package,5.0,No
4cbfedd1e5c9e1b402383de18c0a2c19108be11f,DAKAR,K > 24 month,6000.0,12.0,6000.0,2000.0,12.0,0.0,13.0,103.0,48.0,58,Voice Package,12.0,No
10b1e11b2b8b5e614296d5a0ba15e7cea0d6dcdb,DAKAR,K > 24 month,27500.0,44.0,28011.0,9337.0,53.0,17903.0,303.0,2065.0,266.0,62,Jokko Package,47.0,No
c8a21a37a87977a900f63c1c2912f8ee3cf9d5bc,DAKAR,K > 24 month,2000.0,4.0,2521.0,840.0,10.0,1305.5,18.0,35.0,11.0,24,Voice Package,2.0,No
9ba2ee1037fc721727daa1aad1954b04cb8b42b3,SAINT-LOUIS,K > 24 month,11000.0,11.0,11000.0,3667.0,11.0,122.0,564.0,77.0,5.0,60,Voice Package,11.0,No
c38070d0822440e06acea99be183bd68fe05c55b,THIES,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,295.0,,30.0,9.0,17,Voice Package,5.0,No
b5cacd9b7cfe588e4275b353f7baed62dc99e682,DAKAR,K > 24 month,3000.0,5.0,3000.0,1000.0,6.0,0.0,,39.0,7.0,4,Voice Package,5.0,No
ab0adaf5c163e10fc841cdb03fba274b07b0c847,KAOLACK,K > 24 month,9099.0,18.0,10099.0,3366.0,20.0,63.0,148.0,198.0,20.0,62,Voice Package,13.0,No
c539cfe35e484e365ff3bda08649e2958c40a771,DAKAR,K > 24 month,15500.0,20.0,15500.0,5167.0,20.0,1305.5,17.0,145.0,2.0,45,Voice Package,11.0,No
f2182e4da20739346bedc5c7cc64aa64b06975c9,THIES,K > 24 month,700.0,3.0,579.0,193.0,4.0,34.0,12.0,2.0,9.0,54,Voice Package,2.0,No
9e20d4d43915d91e4d3ae0e93c9927790790eb3c,KAFFRINE,K > 24 month,1000.0,2.0,1001.0,334.0,3.0,1024.0,24.0,32.0,0.0,23,Voice Package,1.0,No
89f72a2b137cfbddf2d63b96e76b66f46bafe973,DAKAR,K > 24 month,2200.0,8.0,2201.0,734.0,9.0,2097.0,1.0,2.0,7.0,19,Data Package,4.0,No
5eff7c94b6385c7eda3e1478d73b99b6bf0b8208,TAMBACOUNDA,K > 24 month,3000.0,5.0,600.0,200.0,1.0,18.0,,45.0,3.0,6,Voice Package,1.0,No
